1	1	p.adl.G2.txt	2 2 2 2	ἔτους μϛ | Μεσορὴ | δ	year: 46 | month: Mesore | day: 4	ἔτους μϛ Μεσορὴ δ	-0124-08-22	-0124-08-22	0	
1650	9464	bgu.9.1894_12.txt	135	Φαμενὼθ	month: Phamenoth	Φαμενὼ(θ)	0158-08-29	0159-08-29	0	
1651	9464	bgu.9.1894_12.txt	136	Παχὼν	month: Pachons	Παχὼν	0158-08-29	0159-08-29	0	
1652	9464	bgu.9.1894_12.txt	136	Μεσορὴ	month: Mesore	Μεσορὴ	0158-08-29	0159-08-29	0	
1653	9464	bgu.9.1894_12.txt	137	Φαμενὼθ	month: Phamenoth	Φαμενὼ(θ)	0158-08-29	0159-08-29	0	
1654	9464	bgu.9.1894_12.txt	140	Φαμενὼθ	month: Phamenoth	Φαμενὼ(θ)	0158-08-29	0159-08-29	0	
1655	9464	bgu.9.1894_12.txt	141	Παχὼν	month: Pachons	Παχὼ(ν)	0158-08-29	0159-08-29	0	
1656	9464	bgu.9.1894_12.txt	141	Μεσορὴ	month: Mesore	Μεσορὴ	0158-08-29	0159-08-29	0	
1657	9464	bgu.9.1894_12.txt	142	Φαμενὼθ	month: Phamenoth	Φαμ̣(ενὼθ)	0158-08-29	0159-08-29	0	
1658	9464	bgu.9.1894_13.txt	145	Παχὼν	month: Pachons	Παχὼ(ν)	0158-08-29	0159-08-29	0	
1659	9464	bgu.9.1894_13.txt	146	Μεσορὴ	month: Mesore	Μεσορὴ	0158-08-29	0159-08-29	0	
1660	9464	bgu.9.1894_13.txt	148	Φαμενὼθ	month: Phamenoth	Φαμενὼ(θ)	0158-08-29	0159-08-29	0	
1661	9464	bgu.9.1894_13.txt	149	Παχὼν	month: Pachons	Παχὼν	0158-08-29	0159-08-29	0	
1662	9464	bgu.9.1894_13.txt	149	Μεσορὴ	month: Mesore	Μεσορὴ	0158-08-29	0159-08-29	0	
1663	9464	bgu.9.1894_13.txt	150	Φαμενὼθ	month: Phamenoth	Φαμ(ενὼθ)	0158-08-29	0159-08-29	0	
1664	9464	bgu.9.1894_15.txt	186	Θὼθ	month: Thoth	Θὼθ̣	0158-08-29	0159-08-29	0	
1665	9465	bgu.9.1895_5.txt	63	Παῦνι	month: Pauni	Παῦνι				
1666	9465	bgu.9.1895_5.txt	66	Ἐπεὶφ	month: Epeiph	Ἐπεὶφ				
1667	9465	bgu.9.1895_5.txt	70	Μεσορὴ	month: Mesore	Μεσορὴ				
1668	9466	bgu.9.1896_1.txt	25 25 25	Μεσορὴ | ἐπαγομένων | α	month: Mesore | month: month epagomenai | day: 1	Μεσορὴ Ἐπαγ̣ο(μένων?) α				
1669	9466	bgu.9.1896_10.txt	177 177 177	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1670	9466	bgu.9.1896_10.txt	193 193	Μεχεὶρ | ιβ	month: Mecheir | day: 12	Μεχεὶρ ιβ				
1671	9466	bgu.9.1896_12.txt	220 220	Τῦβι | γ	month: Tybi | day: 3	Τῦβι γ				
1672	9466	bgu.9.1896_12.txt	222 222	Παῦνι | κθ	month: Pauni | day: 29	Παῦ(νι) κθ				
1673	9466	bgu.9.1896_12.txt	225 225	Μεχεὶρ | ιε	month: Mecheir | day: 15	Μεχεὶρ ιε				
1674	9466	bgu.9.1896_14.txt	254 254 254	Μεσορὴ | ἐπαγομένων | α	month: Mesore | month: month epagomenai | day: 1	Μεσορὴ Ἐπαγο(μένων) α				
1675	9466	bgu.9.1896_15.txt	254 254 254	ζ ἔτους | Θὼθ	year: 7 | month: Thoth	ζ (ἔτους) Θὼθ				
1676	9466	bgu.9.1896_17.txt	263 263 263	Μεσορὴ | ἐπαγομένων | γ	month: Mesore | month: month epagomenai | day: 3	Μεσορὴ Ἐπαγο(μένων) γ				
1677	9466	bgu.9.1896_18.txt	278 278 278	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1678	9466	bgu.9.1896_18.txt	280 280	Παῦνι | ιε	month: Pauni | day: 15	Παῦ(νι) ιε				
1679	9466	bgu.9.1896_20.txt	301 301 301	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1680	9466	bgu.9.1896_21.txt	310 310	Φαμενὼθ | κε	month: Phamenoth | day: 25	Φαμενὼθ κε				
1681	9466	bgu.9.1896_21.txt	312 312	Φαμενὼθ | κε	month: Phamenoth | day: 25	Φαμ(ενὼθ) κε				
1682	9466	bgu.9.1896_21.txt	313 313 313	Μεσορὴ | ἐπαγομένων | γ	month: Mesore | month: month epagomenai | day: 3	Μεσορὴ Ἐπαγομ(ένων?) γ				
1683	9466	bgu.9.1896_21.txt	315 315 315	Μεσορὴ | ἐπαγομένων | β	month: Mesore | month: month epagomenai | day: 2	Μεσορὴ Ἐπαγομ(ένων) β				
1684	9466	bgu.9.1896_21.txt	318 318 318 318	ϛ ἔτους | Τῦβι | θ	year: 6 | month: Tybi | day: 9	ϛ (ἔτους) Τῦβι θ				
1685	9466	bgu.9.1896_21.txt	319 319	Παῦνι | ιϛ	month: Pauni | day: 16	Παῦ(νι) ιϛ				
1686	9466	bgu.9.1896_21.txt	326 326 326	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1687	9466	bgu.9.1896_21.txt	330 330 330	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ̣ (ἔτους) Τῦβι				
1688	9466	bgu.9.1896_21.txt	339 339 339 339	ϛ ἔτους | Παῦνι | ιε	year: 6 | month: Pauni | day: 15	ϛ (ἔτους) Παῦ(νι) ιε				
1689	9466	bgu.9.1896_22.txt	341 341	Παῦνι | ιε	month: Pauni | day: 15	Παῦ(νι) ιε				
1690	9466	bgu.9.1896_22.txt	348 348	Φαμενὼθ | κβ	month: Phamenoth | day: 22	Φαμενὼθ κβ				
1691	9466	bgu.9.1896_22.txt	353 353 353	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1692	9466	bgu.9.1896_22.txt	356 356	Παῦνι | κα	month: Pauni | day: 21	Παῦ(νι) κα				
1693	9466	bgu.9.1896_4.txt	79 79	Παῦνι | ιε	month: Pauni | day: 15	Παῦ(νι) ιε				
1694	9466	bgu.9.1896_4.txt	82 82 82	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1695	9466	bgu.9.1896_4.txt	94 94 94	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι				
1696	9466	bgu.9.1896_4.txt	97 97	Παῦνι | κϛ	month: Pauni | day: 26	Παῦ(νι) κϛ				
1697	9466	bgu.9.1896_5.txt	101 101	Μεχεὶρ | ιβ	month: Mecheir | day: 12	Μεχεὶρ ιβ				
1698	9466	bgu.9.1896_5.txt	104 104	Παῦνι | ιϛ	month: Pauni | day: 16	Παῦ(νι) ιϛ				
1699	9466	bgu.9.1896_6.txt	111a 111a	Τῦβι | η	month: Tybi | day: 8	Τῦβι η				
1700	9466	bgu.9.1896_6.txt	112a 112a	Μεχεὶρ | ιγ	month: Mecheir | day: 13	Μεχεὶρ ιγ				
1701	9466	bgu.9.1896_6.txt	114a 114a	Φαρμοῦθι | η	month: Pharmouthi | day: 8	Φαρ(μοῦθι) η				
1702	9466	bgu.9.1896_6.txt	115a 115a	Παῦνι | ιθ	month: Pauni | day: 19	Παῦ(νι) ιθ				
1703	9466	bgu.9.1896_9.txt	151 151 151 151	ϛ ἔτους | Τῦβι | θ	year: 6 | month: Tybi | day: 9	ϛ (ἔτους) Τῦβι θ				
1704	9466	bgu.9.1896_9.txt	154 154	Μεχεὶρ | ιγ	month: Mecheir | day: 13	Μεχεὶρ ιγ				
1705	9466	bgu.9.1896_9.txt	157 157	Μεχεὶρ | ιγ	month: Mecheir | day: 13	Χεὶρ* ιγ				
1706	9466	bgu.9.1896_9.txt	159 159	Παῦνι | ιε	month: Pauni | day: 15	Παῦ(νι) ιε				
1707	9466	bgu.9.1896_9.txt	159 159	ϛ ἔτους	year: 6	ϛ (ἔτους)				
1708	9466	bgu.9.1896_9.txt	164 164 164 164	ϛ ἔτους | Παχὼν | ιγ	year: 6 | month: Pachons | day: 13	ϛ (ἔτους) Παχὼ(ν) ιγ̣				
1709	9466	bgu.9.1896_9.txt	169 169 169 169	ζ ἔτους | Θὼθ | γ	year: 7 | month: Thoth | day: 3	ζ (ἔτους) Θὼθ γ				
1710	9466	bgu.9.1896_9.txt	174 174 174 174	ϛ ἔτους | Παῦνι | ιθ	year: 6 | month: Pauni | day: 19	ϛ (ἔτους) Παῦ(νι) ιθ				
1711	9466	bgu.9.1896_9.txt	174 174 174 174	ζ ἔτους | Μεχεὶρ | ϛ	year: 7 | month: Mecheir | day: 6	ζ (ἔτους) Μεχεὶρ ϛ				
1712	9466	bgu.9.1896_9.txt	174 174	Φαρμοῦθι | κγ	month: Pharmouthi | day: 23	Φαρ(μοῦθι) κγ				
1713	9467	bgu.9.1897_1.txt	8 8	Μεχεὶρ | ιζ	month: Mecheir | day: 17	Μεχεὶρ ιζ	0166-08-31	0166-08-31	0	after
1714	9467	bgu.9.1897_1.txt	10 10 10 10	ϛ ἔτους | Φαμενὼθ | κε	year: 6 | month: Phamenoth | day: 25	ϛ (ἔτους) Φα(μενὼθ) κε	0166-08-31	0166-08-31	0	after
1715	9467	bgu.9.1897_1.txt	18 18 18	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι	0166-08-31	0166-08-31	0	after
1716	9467	bgu.9.1897_2.txt	29 29 29	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι	0166-08-31	0166-08-31	0	after
1717	9467	bgu.9.1897_2.txt	31 31	Μεχεὶρ | ιβ	month: Mecheir | day: 12	Μεχεὶρ ιβ	0166-08-31	0166-08-31	0	after
1718	9467	bgu.9.1897_2.txt	34 34 34 34	ϛ ἔτους | Τῦβι | θ	year: 6 | month: Tybi | day: 9	ϛ (ἔτους) Τῦβι θ	0166-08-31	0166-08-31	0	after
1719	9467	bgu.9.1897_2.txt	44 44	Μεχεὶρ | ιβ	month: Mecheir | day: 12	Μεχεὶρ ιβ	0166-08-31	0166-08-31	0	after
1720	9467	bgu.9.1897_3.txt	57 57	ἔτους | Τῦβι	year: [ ] | month: Tybi	[(ἔτους)] Τῦβι	0166-08-31	0166-08-31	0	after
1721	9467	bgu.9.1897_3.txt	67 67 67	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι	0166-08-31	0166-08-31	0	after
1722	9467	bgu.9.1897_5.txt	104 104	Φαρμοῦθι | ιζ	month: Pharmouthi | day: 17	Φαρ(μοῦθι) ιζ	0166-08-31	0166-08-31	0	after
1723	9467	bgu.9.1897_6.txt	120 120 120 120	ϛ ἔτους | Τῦβι | γ	year: 6 | month: Tybi | day: 3	ϛ (ἔτους) Τῦβι γ	0166-08-31	0166-08-31	0	after
1724	9467	bgu.9.1897_6.txt	123 123	Παῦνι | ιε	month: Pauni | day: 15	Παῦ(νι) ιε	0166-08-31	0166-08-31	0	after
1725	9467	bgu.9.1897_7.txt	141 141 141	ϛ ἔτους | Τῦβι	year: 6 | month: Tybi	ϛ (ἔτους) Τῦβι	0166-08-31	0166-08-31	0	after
1726	9467	bgu.9.1897_8.txt	158 158 158 158	Φαμενὼθ | κα | ϛ ἔτους	month: Phamenoth | day: 21 | year: 6	Φαμ̣(ενὼθ) κα ϛ <(ἔτους)>	0166-08-31	0166-08-31	0	after
1727	9467	bgu.9.1897_9.txt	169 169	Παχὼν | ιθ	month: Pachons | day: 19	Παχὼ̣ν ιθ	0166-08-31	0166-08-31	0	after
1728	9468	bgu.9.1897a_1.txt	5 5	Παῦνι | κα	month: Pauni | day: 21	Παῦ(νι) κα				
1729	9468	bgu.9.1897a_1.txt	10 10	Παῦνι | ιη	month: Pauni | day: 18	Παῦ(νι) ιη				
1730	9468	bgu.9.1897a_1.txt	19 19	Παῦνι | ιε	month: Pauni | day: 15	Παῦ(νι) ιε				
1731	9468	bgu.9.1897a_2.txt	48 48	Μεσορὴ | ε	month: Mesore | day: 5	Μεσορὴ ε				
1732	9468	bgu.9.1897a_2.txt	50 50	Μεσορὴ | ε	month: Mesore | day: 5	Μεσορὴ ε				
1733	9468	bgu.9.1897a_3.txt	77 77 77	Μεσορὴ | ἐπαγομένων | β	month: Mesore | month: month epagomenai | day: 2	Μ[εσο]ρὴ Ἐπαγο(μένων) β				
1734	9468	bgu.9.1897a_3.txt	78	Μεσορὴ	month: Mesore	Μ[ε]σορὴ				
1735	9468	bgu.9.1897a_3.txt	79	Μεσορὴ	month: Mesore	Μεσορὴ				
1736	9468	bgu.9.1897a_4.txt	83 83 83	Μεσορὴ | ἐπαγομένων | ε	month: Mesore | month: month epagomenai | day: 5	Μεσο̣ρ̣ὴ̣ Ἐ̣π̣α̣γ̣ο̣(μένων) ε				
1737	9468	bgu.9.1897a_4.txt	85 85 85	Μεσορὴ | ἐπαγομένων | δ	month: Mesore | month: month epagomenai | day: 4	Μεσορὴ Ἐπαγο(μένων) δ				
1738	9468	bgu.9.1897a_4.txt	87 87 87	Μεσορὴ | ἐπαγομένων | δ	month: Mesore | month: month epagomenai | day: 4	Μεσορὴ Ἐπαγο(μένων) δ				
1739	9469	bgu.9.1898_10.txt	152 152	Φαρμοῦθι | κδ	month: Pharmouthi | day: 24	Φαρμο(ῦθι) κδ	0172-07-24	0172-07-24	0	after
1740	9469	bgu.9.1898_10.txt	155 155	Παχὼν | |extra|	month: Pachons | 0	Παχὼν ⟦ε|gap=4||gap=1|⟧	0172-07-24	0172-07-24	0	after
1741	9469	bgu.9.1898_10.txt	158	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1742	9469	bgu.9.1898_10.txt	160 160 160	ιβ ἔτους | Παῦνι	year: 12 | month: Pauni	ιβ (ἔτους) Παῦ(νι)	0172-07-24	0172-07-24	0	after
1743	9469	bgu.9.1898_10.txt	166 166	Φαρμοῦθι | β|digit=2||gap=1|	month: Pharmouthi | 0	Φαρμοῦθι β|gap=1|	0172-07-24	0172-07-24	0	after
1744	9469	bgu.9.1898_10.txt	166	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1745	9469	bgu.9.1898_10.txt	168	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1746	9469	bgu.9.1898_10.txt	170 170	Φαρμοῦθι | κβ	month: Pharmouthi | day: 22	Φαρμοῦθι κβ	0172-07-24	0172-07-24	0	after
1747	9469	bgu.9.1898_10.txt	173	Φαρμοῦθι	month: Pharmouthi	Φαρμοῦθι	0172-07-24	0172-07-24	0	after
1748	9469	bgu.9.1898_11.txt	175 175	Παχὼν | κϛ	month: Pachons | day: 26	Παχὼν κϛ	0172-07-24	0172-07-24	0	after
1749	9469	bgu.9.1898_11.txt	178 178	Παῦνι | λ	month: Pauni | day: 30	Παῦνι λ	0172-07-24	0172-07-24	0	after
1750	9469	bgu.9.1898_11.txt	182 182	Παχὼν | κθ	month: Pachons | day: 29	Παχὼν κθ	0172-07-24	0172-07-24	0	after
1751	9469	bgu.9.1898_11.txt	185	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1752	9469	bgu.9.1898_11.txt	187 187	Φαρμοῦθι | κε	month: Pharmouthi | day: 25	Φαρμοῦθι κε̣	0172-07-24	0172-07-24	0	after
1753	9469	bgu.9.1898_11.txt	190 190	Φαρμοῦθι | κϛ	month: Pharmouthi | day: 26	Φαρ(μοῦθι) κϛ	0172-07-24	0172-07-24	0	after
1754	9469	bgu.9.1898_11.txt	194	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1755	9469	bgu.9.1898_11.txt	196 196	Φαρμ|gap=3| | κζ	month: Pharmouthi | day: 27	Φ<α>ρ̣μ̣|gap=3| κζ	0172-07-24	0172-07-24	0	after
1756	9469	bgu.9.1898_11.txt	198 198	Παχὼν | κθ	month: Pachons | day: 29	Παχὼν κθ	0172-07-24	0172-07-24	0	after
1757	9469	bgu.9.1898_12.txt	201 201	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1758	9469	bgu.9.1898_12.txt	204 204	Φαρμοῦθι | κβ	month: Pharmouthi | day: 22	Φαρ̣μοῦθι κβ	0172-07-24	0172-07-24	0	after
1759	9469	bgu.9.1898_12.txt	207 207	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1760	9469	bgu.9.1898_12.txt	210 210	Παχὼν | κϛ	month: Pachons | day: 26	Παχὼν κϛ	0172-07-24	0172-07-24	0	after
1761	9469	bgu.9.1898_12.txt	216	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1762	9469	bgu.9.1898_13.txt	219 219	Παχὼν | κη	month: Pachons | day: 28	Παχὼν κη	0172-07-24	0172-07-24	0	after
1763	9469	bgu.9.1898_13.txt	221 221	Φαρμοῦθι | |gap=2|	month: Pharmouthi | day: [ ]	Φαρμοῦθι |gap=2|	0172-07-24	0172-07-24	0	after
1764	9469	bgu.9.1898_13.txt	224 224	Φαρμοῦθι | β|digit=2||gap=1|	month: Pharmouthi | 0	Φαρμοῦθι β|gap=1|	0172-07-24	0172-07-24	0	after
1765	9469	bgu.9.1898_13.txt	225 225	Παχὼν | κζ	month: Pachons | day: 27	Παχὼν κζ	0172-07-24	0172-07-24	0	after
1766	9469	bgu.9.1898_13.txt	228 228	Παχὼν | κζ	month: Pachons | day: 27	Παχὼν κζ	0172-07-24	0172-07-24	0	after
1767	9469	bgu.9.1898_13.txt	230	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1768	9469	bgu.9.1898_13.txt	233 233	Φαρμοῦθι | κγ	month: Pharmouthi | day: 23	Φαρμοῦθι κγ	0172-07-24	0172-07-24	0	after
1769	9469	bgu.9.1898_13.txt	240 240	Παχὼν | κζ	month: Pachons | day: 27	Παχὼν κζ	0172-07-24	0172-07-24	0	after
1770	9469	bgu.9.1898_14.txt	243 243	Φαρμοῦθι | κδ	month: Pharmouthi | day: 24	Φαρμοῦθι κδ	0172-07-24	0172-07-24	0	after
1771	9469	bgu.9.1898_14.txt	245 245	Φαρμοῦθι | β|digit=2||gap=1|	month: Pharmouthi | 0	Φαρ(μοῦθι) β|gap=1|	0172-07-24	0172-07-24	0	after
1772	9469	bgu.9.1898_14.txt	251 251	Παῦνι | α	month: Pauni | day: 1	Παῦνι α	0172-07-24	0172-07-24	0	after
1773	9469	bgu.9.1898_14.txt	254 254	Παχὼν | κζ	month: Pachons | day: 27	Παχὼν κζ	0172-07-24	0172-07-24	0	after
1774	9469	bgu.9.1898_14.txt	258 258	Παχὼν | κγ	month: Pachons | day: 23	Παχὼν κγ	0172-07-24	0172-07-24	0	after
1775	9469	bgu.9.1898_15.txt	266	Φαρμοῦθι	month: Pharmouthi	Φαρ(μοῦθι)	0172-07-24	0172-07-24	0	after
1776	9469	bgu.9.1898_2.txt	25 25	Φαρμοῦθι | κε	month: Pharmouthi | day: 25	Φαρμοῦθι κε̣	0172-07-24	0172-07-24	0	after
1777	9469	bgu.9.1898_2.txt	28 28	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	[Φ]αρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1778	9469	bgu.9.1898_2.txt	31 31	Φαρμοῦθι | κγ	month: Pharmouthi | day: 23	Φαρμοῦθι κγ̣	0172-07-24	0172-07-24	0	after
1779	9469	bgu.9.1898_2.txt	34 34	Παῦνι | κθ	month: Pauni | day: 29	Παῦνι κθ	0172-07-24	0172-07-24	0	after
1780	9469	bgu.9.1898_2.txt	37 37	Φαρμοῦθι | κδ	month: Pharmouthi | day: 24	Φαρμοῦθι κδ	0172-07-24	0172-07-24	0	after
1781	9469	bgu.9.1898_20.txt	278	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1782	9469	bgu.9.1898_22.txt	282	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1783	9469	bgu.9.1898_24.txt	285	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1784	9469	bgu.9.1898_26.txt	288	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1785	9469	bgu.9.1898_3.txt	43	Φαρμοῦθι	month: Pharmouthi	Φαρμοῦθι	0172-07-24	0172-07-24	0	after
1786	9469	bgu.9.1898_3.txt	46	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1787	9469	bgu.9.1898_3.txt	52 52	Φαρμοῦθι | κη	month: Pharmouthi | day: 28	Φαρμοῦθι κη	0172-07-24	0172-07-24	0	after
1788	9469	bgu.9.1898_3.txt	55 55	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1789	9469	bgu.9.1898_3.txt	58 58	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1790	9469	bgu.9.1898_3.txt	60 60	Παχὼν | ιη	month: Pachons | day: 18	Παχὼν ιη	0172-07-24	0172-07-24	0	after
1791	9469	bgu.9.1898_30.txt	291 291	Παχὼν | α	month: Pachons | day: 1	Παχὼν α	0172-07-24	0172-07-24	0	after
1792	9469	bgu.9.1898_32.txt	295 295	Παχὼν | δ	month: Pachons | day: 4	Παχὼν δ	0172-07-24	0172-07-24	0	after
1793	9469	bgu.9.1898_34.txt	302	Ἐπὶφ	month: Epeiph	Ἐπὶφ	0172-07-24	0172-07-24	0	after
1794	9469	bgu.9.1898_36.txt	312	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1795	9469	bgu.9.1898_40.txt	315 315	Παχὼν | δ	month: Pachons | day: 4	Παχὼν δ	0172-07-24	0172-07-24	0	after
1796	9469	bgu.9.1898_42.txt	318	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1797	9469	bgu.9.1898_44.txt	322	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1798	9469	bgu.9.1898_46.txt	326 326	Παῦνι | δ	month: Pauni | day: 4	Παῦνι δ	0172-07-24	0172-07-24	0	after
1799	9469	bgu.9.1898_46.txt	332 332	Παχὼν | δ	month: Pachons | day: 4	Παχὼν δ	0172-07-24	0172-07-24	0	after
1800	9469	bgu.9.1898_46.txt	336 336	Παῦνι | γ	month: Pauni | day: 3	Παῦνι γ	0172-07-24	0172-07-24	0	after
1801	9469	bgu.9.1898_48.txt	341 341	Παχὼν | |gap=3|	month: Pachons | day: [ ]	Παχὼν |gap=3|	0172-07-24	0172-07-24	0	after
1802	9469	bgu.9.1898_5.txt	63	Ἐπεὶφ	month: Epeiph	\\Ἐπεὶφ/	0172-07-24	0172-07-24	0	after
1803	9469	bgu.9.1898_5.txt	63 63	Παχὼν | κϛ	month: Pachons | day: 26	Παχὼν κϛ	0172-07-24	0172-07-24	0	after
1804	9469	bgu.9.1898_5.txt	64 64	Ἐπεὶφ | |gap=2|α|gap=2|	month: Epeiph | day: [ ]	Ἐπεὶφ |gap=2|α̣|gap=2|	0172-07-24	0172-07-24	0	after
1805	9469	bgu.9.1898_50.txt	344 344	Παχὼν | δ	month: Pachons | day: 4	Παχὼν δ	0172-07-24	0172-07-24	0	after
1806	9469	bgu.9.1898_50.txt	348	Παῦνι	month: Pauni	Παῦνι	0172-07-24	0172-07-24	0	after
1807	9469	bgu.9.1898_50.txt	350 350	Παχὼν | δ	month: Pachons | day: 4	Παχὼν δ	0172-07-24	0172-07-24	0	after
1808	9469	bgu.9.1898_50.txt	353 353	Παχὼν | ε	month: Pachons | day: 5	Παχὼν ε̣	0172-07-24	0172-07-24	0	after
1809	9469	bgu.9.1898_50.txt	355 355	Παῦνι | δ	month: Pauni | day: 4	Παῦνι δ	0172-07-24	0172-07-24	0	after
1810	9469	bgu.9.1898_50.txt	363 363	Παῦνι | κϛ	month: Pauni | day: 26	Παῦνι κϛ	0172-07-24	0172-07-24	0	after
1811	9469	bgu.9.1898_6.txt	66	Φαρμοῦθι	month: Pharmouthi	Φαρμοῦθι	0172-07-24	0172-07-24	0	after
1812	9469	bgu.9.1898_6.txt	77	Φαρμοῦθι	month: Pharmouthi	Φαρμοῦθι	0172-07-24	0172-07-24	0	after
1813	9469	bgu.9.1898_6.txt	77 77	Ἐπεὶφ | |gap=4||gap=2|	month: Epeiph | day: [ ]	Ἐπεὶφ |gap=4||gap=2|	0172-07-24	0172-07-24	0	after
1814	9469	bgu.9.1898_6.txt	80 80	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1815	9469	bgu.9.1898_6.txt	83 83	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1816	9469	bgu.9.1898_6.txt	86	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
1817	9469	bgu.9.1898_6.txt	89 89	Φαρμοῦθι | β|digit=2||gap=1|	month: Pharmouthi | 0	Φαρμ(οῦθι) β|gap=1|	0172-07-24	0172-07-24	0	after
1818	9469	bgu.9.1898_7.txt	92 92	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρ(μοῦθι) κθ	0172-07-24	0172-07-24	0	after
1819	9469	bgu.9.1898_7.txt	95 95	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1820	9469	bgu.9.1898_7.txt	98 98	Φαρμοῦθι | β|digit=2||gap=1|	month: Pharmouthi | 0	Φαρμοῦθι β|gap=1|	0172-07-24	0172-07-24	0	after
1821	9469	bgu.9.1898_7.txt	100 100	Παῦνι | |gap=2|	month: Pauni | day: [ ]	Παῦνι |gap=2|	0172-07-24	0172-07-24	0	after
1822	9469	bgu.9.1898_7.txt	103 103	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1823	9469	bgu.9.1898_7.txt	106 106	Φαρμοῦθι | κϛ	month: Pharmouthi | day: 26	Φαρμοῦθι κϛ	0172-07-24	0172-07-24	0	after
1824	9469	bgu.9.1898_7.txt	109 109	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1825	9469	bgu.9.1898_7.txt	112 112	Φαρμοῦθι | κγ	month: Pharmouthi | day: 23	Φαρμοῦθι κγ̣	0172-07-24	0172-07-24	0	after
1826	9469	bgu.9.1898_8.txt	113 113	Φαρμοῦθι | κϛ	month: Pharmouthi | day: 26	Φαρμοῦθι κϛ	0172-07-24	0172-07-24	0	after
1827	9469	bgu.9.1898_8.txt	116 116	Φαρμοῦθι | κθ	month: Pharmouthi | day: 29	Φαρμοῦθι κθ	0172-07-24	0172-07-24	0	after
1828	9469	bgu.9.1898_8.txt	118 118	Παῦνι | κθ	month: Pauni | day: 29	Παῦνι κθ	0172-07-24	0172-07-24	0	after
1829	9469	bgu.9.1898_8.txt	120 120	Φαρμοῦθι | λ	month: Pharmouthi | day: 30	Φαρμοῦθι λ	0172-07-24	0172-07-24	0	after
1830	9469	bgu.9.1898_8.txt	123	Παχὼν	month: Pachons	Παχὼν	0172-07-24	0172-07-24	0	after
